,Name,Active,Summary
215,Vaughn Greenwood,   Active for 12 years   (1964-1975) in United States," Vaughn Greenwood (Vaughn Orrin Greenwood) an American serial killer known as the Skid Row Slasher. Born in 1944. Greenwood killed eleven victims, suspected of two more. He killed two transients in November 1964. He killed nine victims between December 1974 and February 1975. He would cut victims' throats from ear to ear. He left cups of blood and rings of salt around the corpses. It is thought that Greenwood drank the blood of his victims. Greenwood once tried to rob the Hollywood homes of William Graham and Burt Reynolds. On January 19th 1977, Vaughn Greenwood was sentenced to life in prison. "
216,Steven Grieveson,   Active for 2 years   (1993-1994) in United Kingdom," Steven Grieveson (Steven John Grieveson) a British serial killer known as the Sunderland Strangler. Grieveson murdered four boys between 1990 and 1994 in Sunderland, England. He would strangle and set fire to the bodies of his victims in an attempt to conceal evidence. It is believed that he killed to hide his homosexuality. He eventually confessed to al four murders and was sentenced to life imprisonment, three murder convictions in 1996 and one in 2013. In 2014, Grieveson was arrested on suspicion of the 1992 murder of a seven-year-old girl named Nikki Allan, who had been found stabbed to death in 1992, no official charges have been filed. "
217,Stephen Griffiths,   Active for 2 years   (2009-2010) in United Kingdom," Stephen Griffiths (Stephen Shaun Griffiths) a British serial killer known as the Crossbow cannibal and the Bradford murders. Griffiths killed three prostitutes, but claims to have killed fourteen to beat fellow serial killer the Yorkshire Ripper Peter Sutcliffe. Griffiths dubbed himself the Crossbow cannibal as he killed his victims with a hammer and crossbow and then later ate parts of them. In 2010, Stephen Griffiths was sentenced to life in prison with a whole life order at Her Majesty's Prison Wakefield in Wakefield, West Yorkshire, England. "
218,Caroline Grills,   Active for 7 years   (1947-1953) in Australia," Caroline Grills (born Caroline Mickelson) an Australian serial killer known as Aunt Thally and Aunty Carrie. Grills poisoned four relatives with thallium hidden in tea and scones she had given them in Sydney. Sentenced to five consecutive life sentences, including one for attempting to poison another family member. In 1953, She was sentenced to death later commuted to life imprisonment. Caroline Grills died from peritonitis from a ruptured gastric ulcer in 1960 while still in prison. "
219,Cayetano Grossi,   Active for 5 years   (1896-1900) in Argentina," Cayetano Grossi (Cayetano Domingo Grossi) an Argentinian serial killer and was the first serial killer in Argentinian history. He murdered five of his newborn children that he had as a result of intimate relationships with his stepdaughters. Cayetano Grossi was executed by firing squad on April 6, 1900. Fellow serial killer Cayetano Santos Godino, is another early Argentinian serial killer. "
220,Belle Gunness,   Active for 9 years   (1900-1908) in United States," Belle Gunness born (Brynhild Paulsdatter Størseth) changed name to Belle Sorenson Gunness after migrating to America. Gunness, a six foot tall 200 pounds physically strong woman, was a Norwegian-born murder-for-profit serial killer who murdered her suitors and others to collect life insurance and other valuables. Gunness was suspected of killing both husbands and all of her children. Could have faked her own death in the fire that destroyed her home in 1908. Her children had died of strychnine poisoning before the fire, and the woman's body found next to them was decapitated and, reportedly, smaller than Gunness' own. "
221,Boris Gusakov,   Active for 5 years   (1964-1968) in Russia," Boris Gusakov a Soviet serial killer known as the Student Hunter. Gusakov committed fifteen sexual assaults, including five murders, on girls and young women from 1964 to 1968. In 1969, Gusakov was found guilty of the five murders and was sentenced to death. In 1970, Boris Gusakov was executed by firing squad in Moscow. "
222,Frank Gust,   Active for 5 years   (1994-1998) in Germany," Frank Gust a German serial killer known as Rhein-Ruhr Ripper. Gust killed four women from 1994 to 1998. He was known to mutilate the body of his victims, decapitating at least one victim. Gust murdered two prostitutes, a hitchhiker and his wife Aunt. Frank Gust was arrested in 1999 and sentenced to life imprisonment in 2000. "
223,Matti Haapoja,   Active for 28 years   (1867-1894) in Finland," Matti Haapoja a Finnish serial killer known to have killed three victims and suspected of twenty-two additional murders. Haapoja was exiled from Siberia in the 1880s where five of the murders took place. He managed to escape from prison several times, being recaptured each time. In 1984, he attempted to commit suicide by stabbing himself, the attempt failed and he later recovered. In 1895, Matti Haapoja successfully committed suicide by hanging himself in his jail cell while awaiting trial of his third confirmed victim. "
224,Fritz Haarmann,   Active for 7 years   (1918-1924) in Germany," Fritz Haarmann (Friedrich Heinrich Karl ""Fritz"" Haarmann) a German serial killer known as the Butcher of Hannover and the vampire of Hannover. Haarmann confessed to raping, killing and dismembering many young men between 1918 and 1924. Haarmann's preferred method of killing was biting through his victim's throat, sometimes while sodomizing them. He would then dump the bodies in the nearby river Leine. He is believed to have been responsible for the murder of twenty-seven boys and young men. He was convicted of twenty-four murders in 1924. In 1925, Fritz Haarmann was beheaded by guillotine in the grounds of Hanover prison. "
225,Erwin Hagedorn,   Active for 3 years   (1969-1971) in Germany," Erwin Hagedorn (Hans Erwin Hagedorn) a German serial killer and sex offender. Hagedorn killed three boys ages 9 to 12 in a forest in Eberswalde, Germany. In 1969, Hagedorn killed two nine-year-old boys. The Ministry for State Security matched the case of West German child murderer Jürgen Bartsch while assembling a psychological offender profile, the investigation was unsuccessful. In 1971, Hagedorn stabbed an eleven-year-old boy, dismembered him, and tried to hide the body. Hagedorn was convicted and sentenced to death. Erwin Hagedorn was executed by a single gunshot to the head in 1972. "
226,Anna Marie Hahn,   Active for 5 years   (1933-1937) in United States," Anna Marie Hahn an American serial killer known as Arsenic Anna, The Blonde Borgia and the Angel of Mercy. Hahn was a German-born murder-for-profit killer who poisoned five elderly men. Anna Marie Hahn was executed by the electric chair at Ohio State Penitentiary in 1938. Anna Marie Hahn is the first woman to die in the electric chair in the state of Ohio. She was buried in The north section, Holy Cross, of Mount Calvary Cemetery in Columbus, Ohio. "
227,Paul Steven Haigh,   Active for 14 years   (1978-1991) in Australia," Paul Steven Haigh an Australian serial killer. Haigh was sentenced to life imprisonment without parole for the murders of six people, including a 10-year-old boy, in Victoria between 1978 and 1979. In 1979, he killed people he believed knew too much about his crimes, including his associate's former girlfriend and her 10-year-old son, who was a witness to his mother's death, sitting beside her in her car when she was shot. Haigh's last victim was sex offender Donald George Hatherley whom Haigh murdered in a jail cell at Pentridge Prison in 1991. On December 13th 2012, Paul Steven Haigh lost his appeal for a minimum term on his life-without-parole sentence for the murders of six people. "
